carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,12777.99509974124
0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,2001.9870955495394
0.33,Ideal,F,IF,62.1,56.0,4.41,4.44,2.75,886.3389003827297
0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,5331.092481183313
1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,9669.650897206906
0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,1654.868347757503
1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,18993.378433080587
0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,4942.478804118024
1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,8434.756483889842
2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,21205.648740543835
2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,21673.259211473196
1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,8476.795753464561
0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,7180.951365294748
0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1687.4820480643305
0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,1663.2925422674375
1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,14885.028929117403
1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,10361.401744410607
0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,3017.5279741579384
1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,15210.488134532536
2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,22206.35335107737
0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,1721.9940783115967
1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,15254.741568851105
0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1784.0760849341768
1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,14735.600005055117
1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,8356.81096357953
1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,8682.988777864974
1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,17368.159082257524
0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,703.5753007832917
0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,592.3962880012845
1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,10460.745232683994
0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,655.7761682923342
1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,8441.477194197323
0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,7622.198078745402
0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,2577.1548149204436
1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,10901.216594322263
0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1556.6684147813066
0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,3977.445982037416
1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,8725.740439135312
0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,7995.625082350316
1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,14968.160968203141
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,4865.313315001196
0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,2803.028293541259
0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,1644.1202625755775
0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,2552.749568429105
1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,11485.952677804971
0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,7370.174100787843
0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,1942.3518242452901
0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,1763.8216722682937
1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,11990.204223915602
1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,9883.72501709203
0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,3652.9566776553
0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,616.9860979794903
0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,700.364122875266
1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,17423.730198609723
0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,5325.731066867471
0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,616.1602330666256
0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,11949.084250786294
0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,668.7455801516963
0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,899.4012082901983
1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,15338.464396262365
1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,8727.186096213043
1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,8427.517931107372
1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,8432.171018804023
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,8587.584130011703
0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,4942.207561757749
0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,507.3762012262289
0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1716.324641557874
0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,1083.9799097284174
1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,9033.334292168829
0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,620.7210390198435
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,11154.598626995217
1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,8724.554797407845
1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,11181.897361010257
1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,8873.216338887778
1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,15666.509066763316
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,712.7795264867123
0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1824.2828084854063
0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,1009.3902177509597
1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,8558.007953348726
0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,985.9342951234978
0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,1574.445232708596
0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,1438.6608213445923
1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,15608.115553157038
1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,12764.871369510602
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,1108.7028466040847
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,27935.774810143015
0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,2694.4347458450698
0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,3901.0599098094
0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,3261.070400358816
0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1045.6406566973642
0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,5125.381133484949
1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,14844.622053475516
1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,8505.817307574946
1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,14881.474804274809
0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,5453.143038098259
0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,2655.408357668639
0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,1145.8617642603394
0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,4019.6582915716335
0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,2240.937856376938
1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,8693.864069287025
1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,8573.825019012407
0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,7192.633185736762
1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,14889.57414646683
1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,8625.286760997855
0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,695.6187534351831
1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,16463.513836238813
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1519.6632011916547
0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1694.5818710793117
0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,4884.424172369888
0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,889.1865541870479
0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,5423.874883873164
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,775.8875501128119
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,178.3422937993614
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,8653.693511508725
0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,1612.5843336489927
0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,2435.864953120443
0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,591.8513333951433
1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,8432.171018804023
0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,7360.498480633491
1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,8570.176756845465
0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,1196.0985784278546
0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,733.024271206147
0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,4963.468655534258
1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,18025.300311117862
1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,18548.210041734474
0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1131.3787380380609
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,15319.563973235452
0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,7710.218282115136
0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,893.7776052558543
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,9157.319344797144
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,5400.003068460601
0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,5935.466932456144
0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,951.8786850280455
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,6211.320957183313
0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,774.1279499398596
0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,648.2199251255374
0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,4797.2900149599445
1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,14935.59434289194
0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,668.945732242353
0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2730.9161963023944
0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,5369.974833239589
0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,4517.849764693676
0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,786.9436577326181
0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,5073.600459838929
0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,2592.1460156712606
0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,6709.369635461448
0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,2735.0514415240586
2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,21472.682628173538
1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,18387.589220277558
0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,4831.176332385005
0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,4971.056075908637
0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,430.9442952788331
0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,808.0395239151572
1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,14777.569268771958
0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,7380.87635225039
0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,1739.87876658611
1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,8560.1569484803
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,7303.32928054047
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,9401.657390795304
2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,23890.54423902863
1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,14981.848374628145
0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,665.1185094585668
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,7269.72758458397
0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,1746.2914544557138
1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,15870.23416437158
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,7291.033270803616
1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,10978.624936264692
1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,10574.244388848889
0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,623.5066561963172
0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,1578.2724554923818
0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,54.75754535235751
0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,5159.810549935231
0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,899.5549123568011
0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,6734.1751861341
0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4838.738496209143
0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,2864.1307311843702
0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1693.7771976402616
1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,9157.227063053715
0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,5059.133022220441
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,15293.296562576603
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,5533.202014738787
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,8509.77173659885
1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,8400.193940542098
2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,21489.448403396425
0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,826.5246684616397
0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,825.0827586730144
2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,27031.339384161416
0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,7439.469403642652
0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,1662.6668294452293
0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,1443.0523346274163
1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,17506.519290760898
0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,7152.744152569861
0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1904.6498075638128
0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,5002.077909649342
0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2718.408510947517
0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,1568.5407193675298
0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,7263.026210169384
0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,5829.131491514999
1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,9869.267247419988
0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,1654.5506573731757
0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,2724.719249127238
1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,8515.488862652874
0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2792.2802083593333
0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1722.9278135716854
1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,9017.742635146045
2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,21415.92089419542
0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,7358.122835584779
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,4113.384097468021
1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,11204.70231426527
1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,12323.210004551085
2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,23965.268913484466
1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,8389.773213690947
0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,3033.021428779947
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,24607.57264566059
1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,10020.849388554774
0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,3981.673509002514
0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,7258.138045885389
0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1365.2146846643275
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,1564.297603798639
0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3800.3053711676457
1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,14789.943827229376
1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,11560.97945404135
1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,8755.357143165
0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,6409.1162849002785
1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,15106.541753875654
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4965.309013923278
0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,1349.1877989635418
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,5288.417830839938
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,6524.426795614844
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,5422.2328219938845
0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1771.4761178358651
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,7610.468569003091
0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,5145.676391304862
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,644.1769616473048
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,1701.0060824762818
0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1880.3776879699353
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,24468.920003323125
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,6489.08297979737
1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,10008.813711955501
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,1043.9275045484649
0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,646.1367139109142
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,4848.978406862532
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,8481.493433604346
0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1910.9702136899837
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,8480.395712026533
0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,5276.992892763755
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,9936.85531878324
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,5087.442184635208
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,5000.35447524932
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2777.597030046399
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,567.9084277129599
0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,1108.1694155253106
0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,805.3461884821156
1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,8506.951194925692
0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,3520.6300443140317
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,7265.900361800184
0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,285.32994538920116
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1709.1783705188382
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,8667.162044254846
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,8611.001380853373
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,1347.4378667370372
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,9698.006507645723
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,8518.950705752031
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1721.4859037830606
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,14874.845134434514
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,11291.081697031967
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,2746.015267400432
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,5165.9669697436775
0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1870.2300590599782
1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,15727.364904291719
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2946.857786707698
0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,4139.785261995903
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,1142.8971864670245
2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,22620.30600989409
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,8877.705440266707
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,12850.763769222578
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,9175.311903418888
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,8390.414515116947
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4880.18697745834
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1398.0846530323129
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,1411.4699576767778
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,6354.416867180323
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,7401.438787354154
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,4794.9873157617685
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1785.1176905414889
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,11292.749015461486
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,784.6758830311289
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,9479.115313746222
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,1880.8858624984714
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,14773.443691496741
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1334.6221589442787
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,5142.085486384664
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,8591.935115927816
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1634.6965488886049
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,15613.394353675896
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,12097.592793991427
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,156.42056270395915
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,968.1574771962084
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,1516.7082913447857
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1678.8938672366705
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2916.4654130783074
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,11542.89461367618
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,5022.584228782604
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1206.938945353213
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2724.103204251477
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2617.2633360708996
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,7388.0432004585655
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,867.9828176572852
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,9733.8831402373
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,23417.828621844576
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,10777.74346351159
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1061.349852013821
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,3102.486638609825
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,995.7583129917839
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,11844.64598999647
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2265.435384611711
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,11268.50775528787
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,18128.37812612693
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,2936.5255943108773
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1150.5612999810435
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,14696.60680198693
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,21729.471629251402
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,654.3704242766413
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3207.160681778795
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,4868.822847400654
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,2806.9730546187166
